FIELD,MAJOR,RESERVOIR,API_UWI,TVD_FT,LateralLength_FT,ENVOperator,WellName,ProducingMonth,TotalProdMonths,ProducingDays,LiquidsProd_BBL,GasProd_MCF,WaterProd_BBL
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2017-06-01,3,30,4740,4785,9216
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2017-07-01,4,31,5510,5392,10773
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2017-08-01,5,31,4429,3240,8710
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2017-09-01,6,30,5607,5984,11091
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2017-10-01,7,31,4959,5883,9864
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2017-11-01,8,30,4412,6086,8826
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2017-12-01,9,31,3580,6860,7202
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2018-01-01,10,31,1669,2112,3377
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2018-02-01,11,28,3977,5372,8094
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2018-03-01,12,31,3748,9701,7670
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2018-04-01,13,30,2251,6205,4633
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2018-05-01,14,31,2515,3720,5206
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2018-06-01,15,30,2481,5868,5164
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2018-07-01,16,31,2666,6777,5581
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2018-08-01,17,31,2440,6794,5139
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2018-09-01,18,30,2338,5786,4951
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2018-10-01,19,31,2015,6565,4291
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2018-11-01,20,30,1876,5158,4018
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2018-12-01,21,31,1746,5009,3761
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2019-01-01,22,31,1710,6344,3707
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2019-02-01,23,28,1043,4342,2274
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2019-03-01,24,31,1686,4494,3694
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2019-04-01,25,30,1588,3775,3499
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2019-05-01,26,31,1573,4406,3485
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2019-06-01,27,30,1377,4131,3070
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2019-07-01,28,31,1411,3834,3164
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2019-08-01,29,31,1187,3443,2676
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2019-09-01,30,30,1296,4031,2939
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2019-10-01,31,31,1285,3882,2932
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2019-11-01,32,30,1057,3340,2424
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2019-12-01,33,31,1106,3477,2551
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2020-01-01,34,31,1107,4350,2568
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2020-02-01,35,29,970,5069,2263
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2020-03-01,36,31,983,4120,2306
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2020-04-01,37,30,967,3303,2283
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2020-05-01,38,31,990,3783,2350
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2020-06-01,39,30,858,4752,2047
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2020-07-01,40,31,1166,5045,2800
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2020-08-01,41,31,938,4749,2265
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2020-09-01,42,30,857,4175,2082
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2020-10-01,43,31,837,3185,2045
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2020-11-01,44,30,765,2742,1880
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2020-12-01,45,31,858,1418,2120
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2021-01-01,46,31,906,2843,2251
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2021-02-01,47,28,446,1775,1114
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2021-03-01,48,31,482,2144,1212
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2021-04-01,49,30,891,2541,2252
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2021-05-01,50,31,855,2309,2174
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2021-06-01,51,30,791,2721,2022
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2021-07-01,52,31,720,2853,1852
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2021-08-01,53,31,598,1883,1545
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2021-09-01,54,30,539,2203,1403
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2021-10-01,55,31,815,2629,2131
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2021-11-01,56,30,745,1943,1961
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2021-12-01,57,31,708,2269,1873
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2022-01-01,58,31,584,2484,1554
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2022-02-01,59,28,542,2271,1450
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2022-03-01,60,31,636,2731,1711
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2022-04-01,61,30,573,2511,1552
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2022-05-01,62,31,394,1872,1071
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2022-06-01,63,30,301,883,825
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2022-07-01,64,31,426,1485,1173
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2022-08-01,65,31,655,3917,1814
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2022-09-01,66,30,750,5911,2089
IDARADO2,OIL,WCA,42-317-40563,8613,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 101HA,2022-10-01,67,31,768,4002,2151
IDARADO2,OIL,WCA,42-317-41635,8509,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 20 102HA,2019-03-01,1,31,26161,21478,20521
IDARADO2,OIL,WCA,42-317-41635,8509,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 20 102HA,2019-04-01,2,30,26129,27488,33844
IDARADO2,OIL,WCA,42-317-41635,8509,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 20 102HA,2019-05-01,3,31,31726,35508,39961
IDARADO2,OIL,WCA,42-317-41635,8509,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 20 102HA,2019-06-01,4,30,29531,29209,36171
IDARADO2,OIL,WCA,42-317-41635,8509,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 20 102HA,2019-07-01,5,31,21597,33433,25724
IDARADO2,OIL,WCA,42-317-41635,8509,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 20 102HA,2019-08-01,6,31,18854,36899,21827
IDARADO2,OIL,WCA,42-317-41635,8509,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 20 102HA,2019-09-01,7,30,16439,34726,18507
IDARADO2,OIL,WCA,42-317-41635,8509,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 20 102HA,2019-10-01,8,31,14139,23734,15479
IDARADO2,OIL,WCA,42-317-41635,8509,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 20 102HA,2019-11-01,9,30,11641,21301,12393
IDARADO2,OIL,WCA,42-317-41635,8509,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 20 102HA,2019-12-01,10,31,9580,19696,9918
IDARADO2,OIL,WCA,42-317-41635,8509,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 20 102HA,2020-01-01,11,31,10583,17148,10649
IDARADO2,OIL,WCA,42-317-41635,8509,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 20 102HA,2020-02-01,12,29,7968,12444,7800
IDARADO2,OIL,WCA,42-317-41635,8509,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 20 102HA,2020-03-01,13,31,9895,17916,9424
IDARADO2,OIL,WCA,42-317-41635,8509,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 20 102HA,2020-04-01,14,30,7989,8196,7399
IDARADO2,OIL,WCA,42-317-41635,8509,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 20 102HA,2020-05-01,15,31,7008,7052,6312
IDARADO2,OIL,WCA,42-317-41635,8509,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 20 102HA,2020-06-01,16,30,9425,8716,8254
IDARADO2,OIL,WCA,42-317-41635,8509,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 20 102HA,2020-07-01,17,31,9468,9138,8063
IDARADO2,OIL,WCA,42-317-41635,8509,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 20 102HA,2020-08-01,18,31,8064,8090,6675
IDARADO2,OIL,WCA,42-317-41635,8509,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 20 102HA,2020-09-01,19,30,6914,6689,5565
IDARADO2,OIL,WCA,42-317-41635,8509,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 20 102HA,2020-10-01,20,31,7397,6389,5790
IDARADO2,OIL,WCA,42-317-41635,8509,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 20 102HA,2020-11-01,21,30,5632,4936,4287
IDARADO2,OIL,WCA,42-317-41635,8509,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 20 102HA,2020-12-01,22,31,6580,2571,4870
IDARADO2,OIL,WCA,42-317-41635,8509,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 20 102HA,2021-01-01,23,31,6731,2545,4843
IDARADO2,OIL,WCA,42-317-41635,8509,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 20 102HA,2021-02-01,24,28,4370,1614,3060
IDARADO2,OIL,WCA,42-317-41635,8509,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 20 102HA,2021-03-01,25,31,7024,3287,4788
IDARADO2,OIL,WCA,42-317-41635,8509,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 20 102HA,2021-04-01,26,30,8303,3679,5504
IDARADO2,OIL,WCA,42-317-41635,8509,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 20 102HA,2021-05-01,27,31,5347,3389,3446
IDARADO2,OIL,WCA,42-317-41635,8509,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 20 102HA,2021-06-01,28,30,5130,3068,3216
IDARADO2,OIL,WCA,42-317-41635,8509,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 20 102HA,2021-07-01,29,31,5266,3034,3209
IDARADO2,OIL,WCA,42-317-41635,8509,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 20 102HA,2021-08-01,30,31,5278,2850,3127
IDARADO2,OIL,WCA,42-317-41635,8509,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 20 102HA,2021-09-01,31,30,4631,3891,2668
IDARADO2,OIL,WCA,42-317-41635,8509,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 20 102HA,2021-10-01,32,31,4512,3634,2528
IDARADO2,OIL,WCA,42-317-41635,8509,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 20 102HA,2021-11-01,33,30,3281,2984,1787
IDARADO2,OIL,WCA,42-317-41635,8509,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 20 102HA,2021-12-01,34,31,3137,2764,1662
IDARADO2,OIL,WCA,42-317-41635,8509,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 20 102HA,2022-01-01,35,31,3056,2579,1573
IDARADO2,OIL,WCA,42-317-41635,8509,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 20 102HA,2022-02-01,36,28,2345,2178,1175
IDARADO2,OIL,WCA,42-317-41635,8509,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 20 102HA,2022-03-01,37,31,4281,2614,2088
IDARADO2,OIL,WCA,42-317-41635,8509,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 20 102HA,2022-04-01,38,30,3571,1929,1694
IDARADO2,OIL,WCA,42-317-41635,8509,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 20 102HA,2022-05-01,39,31,16,12,7
IDARADO2,OIL,WCA,42-317-41635,8509,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 20 102HA,2022-06-01,40,30,708,523,318
IDARADO2,OIL,WCA,42-317-41635,8509,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 20 102HA,2022-07-01,41,31,2517,843,1098
IDARADO2,OIL,WCA,42-317-41635,8509,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 20 102HA,2022-08-01,42,31,774,191,328
IDARADO2,OIL,WCA,42-317-41635,8509,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 20 102HA,2022-09-01,43,30,1137,162,469
IDARADO2,OIL,WCA,42-317-41635,8509,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 20 102HA,2022-10-01,44,31,999,195,401
IDARADO2,OIL,WCA,42-317-41635,8509,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 20 102HA,2022-11-01,45,30,1477,109,576
IDARADO2,OIL,WCA,42-317-41014,8495,9852,LARIO OIL & GAS COMPANY,DOOLITTLE 2 402WA,2018-07-01,1,31,19265,15035,20713
IDARADO2,OIL,WCA,42-317-41014,8495,9852,LARIO OIL & GAS COMPANY,DOOLITTLE 2 402WA,2018-08-01,2,31,36186,29763,108747
IDARADO2,OIL,WCA,42-317-41014,8495,9852,LARIO OIL & GAS COMPANY,DOOLITTLE 2 402WA,2018-09-01,3,30,25169,19075,75535
IDARADO2,OIL,WCA,42-317-41014,8495,9852,LARIO OIL & GAS COMPANY,DOOLITTLE 2 402WA,2018-10-01,4,31,21220,21324,63597
IDARADO2,OIL,WCA,42-317-41014,8495,9852,LARIO OIL & GAS COMPANY,DOOLITTLE 2 402WA,2018-11-01,5,30,18097,17420,54163
IDARADO2,OIL,WCA,42-317-41014,8495,9852,LARIO OIL & GAS COMPANY,DOOLITTLE 2 402WA,2018-12-01,6,31,15863,13383,47413
IDARADO2,OIL,WCA,42-317-41014,8495,9852,LARIO OIL & GAS COMPANY,DOOLITTLE 2 402WA,2019-01-01,7,31,10854,12006,32396
IDARADO2,OIL,WCA,42-317-41014,8495,9852,LARIO OIL & GAS COMPANY,DOOLITTLE 2 402WA,2019-02-01,8,28,11270,8417,33594
IDARADO2,OIL,WCA,42-317-41014,8495,9852,LARIO OIL & GAS COMPANY,DOOLITTLE 2 402WA,2019-03-01,9,31,10306,9384,30680
IDARADO2,OIL,WCA,42-317-41014,8495,9852,LARIO OIL & GAS COMPANY,DOOLITTLE 2 402WA,2019-04-01,10,30,8131,4587,24172
IDARADO2,OIL,WCA,42-317-41014,8495,9852,LARIO OIL & GAS COMPANY,DOOLITTLE 2 402WA,2019-05-01,11,31,6947,3215,20624
IDARADO2,OIL,WCA,42-317-41014,8495,9852,LARIO OIL & GAS COMPANY,DOOLITTLE 2 402WA,2019-06-01,12,30,6278,2305,18613
IDARADO2,OIL,WCA,42-317-41014,8495,9852,LARIO OIL & GAS COMPANY,DOOLITTLE 2 402WA,2019-07-01,13,31,5995,2629,17749
IDARADO2,OIL,WCA,42-317-41014,8495,9852,LARIO OIL & GAS COMPANY,DOOLITTLE 2 402WA,2019-08-01,14,31,11643,6518,0
IDARADO2,OIL,WCA,42-317-41014,8495,9852,LARIO OIL & GAS COMPANY,DOOLITTLE 2 402WA,2019-09-01,15,30,9593,5409,0
IDARADO2,OIL,WCA,42-317-41014,8495,9852,LARIO OIL & GAS COMPANY,DOOLITTLE 2 402WA,2019-10-01,16,31,8696,5939,0
IDARADO2,OIL,WCA,42-317-41014,8495,9852,LARIO OIL & GAS COMPANY,DOOLITTLE 2 402WA,2019-11-01,17,30,7346,4413,0
IDARADO2,OIL,WCA,42-317-41014,8495,9852,LARIO OIL & GAS COMPANY,DOOLITTLE 2 402WA,2019-12-01,18,31,8323,6678,0
IDARADO2,OIL,WCA,42-317-41014,8495,9852,LARIO OIL & GAS COMPANY,DOOLITTLE 2 402WA,2020-01-01,19,31,11058,7093,0
IDARADO2,OIL,WCA,42-317-41014,8495,9852,LARIO OIL & GAS COMPANY,DOOLITTLE 2 402WA,2020-02-01,20,29,7901,6830,0
IDARADO2,OIL,WCA,42-317-41014,8495,9852,LARIO OIL & GAS COMPANY,DOOLITTLE 2 402WA,2020-03-01,21,31,6249,3905,0
IDARADO2,OIL,WCA,42-317-41014,8495,9852,LARIO OIL & GAS COMPANY,DOOLITTLE 2 402WA,2020-04-01,22,30,6492,3632,0
IDARADO2,OIL,WCA,42-317-41014,8495,9852,LARIO OIL & GAS COMPANY,DOOLITTLE 2 402WA,2020-05-01,23,31,7331,3369,0
IDARADO2,OIL,WCA,42-317-41014,8495,9852,LARIO OIL & GAS COMPANY,DOOLITTLE 2 402WA,2020-06-01,24,30,5973,5016,0
IDARADO2,OIL,WCA,42-317-41014,8495,9852,LARIO OIL & GAS COMPANY,DOOLITTLE 2 402WA,2020-07-01,25,31,6558,4745,0
IDARADO2,OIL,WCA,42-317-41014,8495,9852,LARIO OIL & GAS COMPANY,DOOLITTLE 2 402WA,2020-08-01,26,31,5078,3617,0
IDARADO2,OIL,WCA,42-317-41014,8495,9852,LARIO OIL & GAS COMPANY,DOOLITTLE 2 402WA,2020-09-01,27,30,4780,3045,0
IDARADO2,OIL,WCA,42-317-41014,8495,9852,LARIO OIL & GAS COMPANY,DOOLITTLE 2 402WA,2020-10-01,28,31,3902,1969,0
IDARADO2,OIL,WCA,42-317-41014,8495,9852,LARIO OIL & GAS COMPANY,DOOLITTLE 2 402WA,2020-11-01,29,30,711,904,0
IDARADO2,OIL,WCA,42-317-41014,8495,9852,LARIO OIL & GAS COMPANY,DOOLITTLE 2 402WA,2020-12-01,30,31,439,488,0
IDARADO2,OIL,WCA,42-317-41014,8495,9852,LARIO OIL & GAS COMPANY,DOOLITTLE 2 402WA,2021-01-01,31,31,1147,1013,0
IDARADO2,OIL,WCA,42-317-41014,8495,9852,LARIO OIL & GAS COMPANY,DOOLITTLE 2 402WA,2021-02-01,32,28,650,1683,0
IDARADO2,OIL,WCA,42-317-41014,8495,9852,LARIO OIL & GAS COMPANY,DOOLITTLE 2 402WA,2021-03-01,33,31,968,1899,0
IDARADO2,OIL,WCA,42-317-41014,8495,9852,LARIO OIL & GAS COMPANY,DOOLITTLE 2 402WA,2021-04-01,34,30,111,2,0
IDARADO2,OIL,WCA,42-317-41014,8495,9852,LARIO OIL & GAS COMPANY,DOOLITTLE 2 402WA,2021-05-01,35,31,1310,915,0
IDARADO2,OIL,WCA,42-317-41014,8495,9852,LARIO OIL & GAS COMPANY,DOOLITTLE 2 402WA,2021-06-01,36,30,10737,6543,0
IDARADO2,OIL,WCA,42-317-41014,8495,9852,LARIO OIL & GAS COMPANY,DOOLITTLE 2 402WA,2021-07-01,37,31,9520,8071,0
IDARADO2,OIL,WCA,42-317-41014,8495,9852,LARIO OIL & GAS COMPANY,DOOLITTLE 2 402WA,2021-08-01,38,31,8890,7273,0
IDARADO2,OIL,WCA,42-317-41014,8495,9852,LARIO OIL & GAS COMPANY,DOOLITTLE 2 402WA,2021-09-01,39,30,6606,5454,0
IDARADO2,OIL,WCA,42-317-41014,8495,9852,LARIO OIL & GAS COMPANY,DOOLITTLE 2 402WA,2021-10-01,40,31,6360,4578,0
IDARADO2,OIL,WCA,42-317-41014,8495,9852,LARIO OIL & GAS COMPANY,DOOLITTLE 2 402WA,2021-11-01,41,30,6298,4524,0
IDARADO2,OIL,WCA,42-317-41014,8495,9852,LARIO OIL & GAS COMPANY,DOOLITTLE 2 402WA,2021-12-01,42,31,1581,1279,0
IDARADO2,OIL,WCA,42-317-41014,8495,9852,LARIO OIL & GAS COMPANY,DOOLITTLE 2 402WA,2022-01-01,43,31,6259,3896,0
IDARADO2,OIL,WCA,42-317-41014,8495,9852,LARIO OIL & GAS COMPANY,DOOLITTLE 2 402WA,2022-02-01,44,28,1368,765,0
IDARADO2,OIL,WCA,42-317-41014,8495,9852,LARIO OIL & GAS COMPANY,DOOLITTLE 2 402WA,2022-03-01,45,0,0,0,0
IDARADO2,OIL,WCA,42-317-41014,8495,9852,LARIO OIL & GAS COMPANY,DOOLITTLE 2 402WA,2022-04-01,46,0,0,0,0
IDARADO2,OIL,WCA,42-317-41014,8495,9852,LARIO OIL & GAS COMPANY,DOOLITTLE 2 402WA,2022-05-01,47,0,0,0,0
IDARADO2,OIL,WCA,42-317-41014,8495,9852,LARIO OIL & GAS COMPANY,DOOLITTLE 2 402WA,2022-06-01,48,30,38,68,0
IDARADO2,OIL,WCA,42-317-41014,8495,9852,LARIO OIL & GAS COMPANY,DOOLITTLE 2 402WA,2022-07-01,49,31,3357,1599,0
IDARADO2,OIL,WCA,42-317-41014,8495,9852,LARIO OIL & GAS COMPANY,DOOLITTLE 2 402WA,2022-08-01,50,31,5733,478,0
IDARADO2,OIL,WCA,42-317-41014,8495,9852,LARIO OIL & GAS COMPANY,DOOLITTLE 2 402WA,2022-09-01,51,30,4551,2528,0
IDARADO2,OIL,WCA,42-317-41668,8516,10340,CHEVRON,VLT BROWNING HUNTER UNIT 0011WA,2019-09-01,1,30,24764,16440,19020
IDARADO2,OIL,WCA,42-317-41668,8516,10340,CHEVRON,VLT BROWNING HUNTER UNIT 0011WA,2019-10-01,2,31,45265,26970,34871
IDARADO2,OIL,WCA,42-317-41668,8516,10340,CHEVRON,VLT BROWNING HUNTER UNIT 0011WA,2019-11-01,3,30,44922,30292,34139
IDARADO2,OIL,WCA,42-317-41668,8516,10340,CHEVRON,VLT BROWNING HUNTER UNIT 0011WA,2019-12-01,4,31,37922,27098,28430
IDARADO2,OIL,WCA,42-317-41668,8516,10340,CHEVRON,VLT BROWNING HUNTER UNIT 0011WA,2020-01-01,5,31,33461,23261,24741
IDARADO2,OIL,WCA,42-317-41668,8516,10340,CHEVRON,VLT BROWNING HUNTER UNIT 0011WA,2020-02-01,6,29,22951,16146,16744
IDARADO2,OIL,WCA,42-317-41668,8516,10340,CHEVRON,VLT BROWNING HUNTER UNIT 0011WA,2020-03-01,7,31,19318,13305,13907
IDARADO2,OIL,WCA,42-317-41668,8516,10340,CHEVRON,VLT BROWNING HUNTER UNIT 0011WA,2020-04-01,8,30,20566,13686,14605
IDARADO2,OIL,WCA,42-317-41668,8516,10340,CHEVRON,VLT BROWNING HUNTER UNIT 0011WA,2020-05-01,9,31,18074,12858,12662
IDARADO2,OIL,WCA,42-317-41668,8516,10340,CHEVRON,VLT BROWNING HUNTER UNIT 0011WA,2020-06-01,10,30,16861,12295,11652
