WellName,TotalProdMonths,OIL_BBL
HALSEY 101WB,57,1.573661869758774
VLT WEATHERBY UNIT 0152WB,1,9261.282262714438
VLT WEATHERBY UNIT 0152WB,2,11229.09859696329
VLT WEATHERBY UNIT 0152WB,3,11057.466846050354
VLT WEATHERBY UNIT 0152WB,4,8692.600422832978
VLT WEATHERBY UNIT 0152WB,5,7317.614527598841
VLT WEATHERBY UNIT 0152WB,6,6243.500544557625
VLT WEATHERBY UNIT 0152WB,7,5295.2576987222
VLT WEATHERBY UNIT 0152WB,8,5068.1430688250575
VLT WEATHERBY UNIT 0152WB,9,3070.86937023512
VLT WEATHERBY UNIT 0152WB,10,4133.768979434941
VLT WEATHERBY UNIT 0152WB,11,2880.005125248253
VLT WEATHERBY UNIT 0152WB,12,1927.1760088782528
VLT WEATHERBY UNIT 0152WB,13,2551.5056450062925
VLT WEATHERBY UNIT 0152WB,14,3087.2848082150404
VLT WEATHERBY UNIT 0152WB,15,2367.2695033262444
VLT WEATHERBY UNIT 0152WB,16,3147.799346530847
VLT WEATHERBY UNIT 0152WB,17,1880.0567910572684
VLT WEATHERBY UNIT 0152WB,18,2218.309949388173
VLT WEATHERBY UNIT 0152WB,19,1331.5890956210126
VLT WEATHERBY UNIT 0152WB,20,2038.377362935775
VLT WEATHERBY UNIT 0152WB,21,1616.9901979627134
VLT WEATHERBY UNIT 0152WB,22,2175.494286794839
LENORAH 1-02 0602BH,1,3626.8486063991295
LENORAH 1-02 0602BH,2,9295.52085871555
LENORAH 1-02 0602BH,3,7246.5067375003455
LENORAH 1-02 0602BH,4,9031.983155579715
LENORAH 1-02 0602BH,5,8779.572599909614
LENORAH 1-02 0602BH,6,5686.716275233828
LENORAH 1-02 0602BH,7,4067.170249854736
LENORAH 1-02 0602BH,8,3281.1631147182497
LENORAH 1-02 0602BH,9,4727.534004361056
LENORAH 1-02 0602BH,10,4395.919684937697
LENORAH 1-02 0602BH,11,3553.2479866044373
LENORAH 1-02 0602BH,12,2875.33087997934
LENORAH 1-02 0602BH,13,4143.47747308704
LENORAH 1-02 0602BH,14,3551.823458479379
LENORAH 1-02 0602BH,15,2874.9924863251117
LENORAH 1-02 0602BH,16,2491.024848019093
LENORAH 1-02 0602BH,17,1828.7300664988056
LENORAH 1-02 0602BH,18,2619.232379274365
LENORAH 1-02 0602BH,19,3232.539221382917
LENORAH 1-02 0602BH,20,3364.7354313883525
LENORAH 1-02 0602BH,21,3060.836098042524
LENORAH 1-02 0602BH,22,2583.3817547937247
LENORAH 1-02 0602BH,23,2024.7293084165867
